Date,Order_ID,Product,SKU,Category,Region,City,Salesperson,Channel,Quantity,Unit_Price,Discount_Rate,Revenue,Unit_Cost,Profit
2025-12-30,RS-00213,Mechanical Keyboard,KEY-022,Accessories,Mount Lebanon,Byblos,Elie,Online,47,55,0.05,2455.75,25,1280.75
2026-01-12,RS-00214,27-inch Monitor,MON-027,Displays,Mount Lebanon,Jounieh,Alice,Store,19,220,0.05,3971.0,135,1406.0
2026-01-21,RS-00215,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,David,Online,2,950,0.05,1805.0,650,505.0
2025-11-09,RS-00216,Wireless Mouse,MOU-014,Accessories,North,Batroun,Maya,Store,49,28,0,1372,11,833
2025-11-05,RS-00217,4K Monitor,MON-040,Displays,Mount Lebanon,Byblos,Maya,Online,6,380,0.05,2166.0,240,726.0
2026-02-05,RS-00218,4K Monitor,MON-040,Displays,Beirut,Beirut,Elie,Online,7,380,0.05,2527.0,240,847.0
2025-11-24,RS-00219,Laptop Sleeve,SLV-010,Accessories,Bekaa,Zahle,Rami,Store,34,25,0,850,8,578
2026-01-22,RS-00220,Laptop Sleeve,SLV-010,Accessories,North,Batroun,Maya,Online,39,25,0.05,926.25,8,614.25
2025-12-14,RS-00221,Noise-Cancel Headset,HDS-033,Audio,Mount Lebanon,Jounieh,Carla,Online,20,145,0,2900,85,1200
2025-11-05,RS-00222,Gaming Laptop X,LAP-220,Computers,South,Tyre,Alice,Store,4,1250,0.05,4750.0,850,1350.0
2026-01-28,RS-00223,USB-C Dock,DOC-101,Accessories,Mount Lebanon,Jounieh,Bob,Store,11,120,0,1320,70,550
2026-01-14,RS-00224,USB-C Dock,DOC-101,Accessories,Beirut,Beirut,Carla,B2B,44,120,0.1,4752.0,70,1672.0
2026-01-28,RS-00225,Wireless Mouse,MOU-014,Accessories,North,Batroun,Carla,Online,38,28,0,1064,11,646
2025-11-03,RS-00226,27-inch Monitor,MON-027,Displays,North,Tripoli,Bob,Store,13,220,0,2860,135,1105
2025-11-11,RS-00227,Gaming Laptop X,LAP-220,Computers,South,Saida,Maya,B2B,13,1250,0.1,14625.0,850,3575.0
2025-12-10,RS-00228,Laptop Pro 14,LAP-140,Computers,Bekaa,Zahle,Bob,Store,4,950,0,3800,650,1200
2025-11-09,RS-00229,Laptop Pro 14,LAP-140,Computers,North,Batroun,Alice,Online,7,950,0.05,6317.5,650,1767.5
2025-12-07,RS-00230,Mechanical Keyboard,KEY-022,Accessories,Mount Lebanon,Byblos,Alice,Store,54,55,0.05,2821.5,25,1471.5
2025-12-14,RS-00231,Mechanical Keyboard,KEY-022,Accessories,Bekaa,Zahle,Rami,Store,34,55,0,1870,25,1020
2025-10-16,RS-00232,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Rami,Store,1,950,0,950,650,300
2025-11-06,RS-00233,Gaming Laptop X,LAP-220,Computers,North,Batroun,Maya,B2B,23,1250,0.1,25875.0,850,6325.0
2025-12-01,RS-00234,27-inch Monitor,MON-027,Displays,Bekaa,Zahle,Rami,Store,16,220,0,3520,135,1360
2025-12-14,RS-00235,Tablet Air,TAB-080,Tablets,Mount Lebanon,Byblos,David,B2B,25,420,0.15,8925.0,280,1925.0
2025-11-18,RS-00236,USB-C Dock,DOC-101,Accessories,South,Tyre,Rami,Store,9,120,0,1080,70,450
2025-10-06,RS-00237,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Rami,B2B,25,950,0.1,21375.0,650,5125.0
2026-01-29,RS-00238,Gaming Laptop X,LAP-220,Computers,North,Tripoli,Bob,Store,7,1250,0.1,7875.0,850,1925.0
2026-01-02,RS-00239,USB-C Dock,DOC-101,Accessories,North,Batroun,Alice,Store,15,120,0.05,1710.0,70,660.0
2025-10-19,RS-00240,27-inch Monitor,MON-027,Displays,South,Tyre,Elie,Online,10,220,0.05,2090.0,135,740.0
2025-10-31,RS-00241,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,Nour,Store,8,950,0,7600,650,2400
2025-11-06,RS-00242,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Alice,Store,6,950,0,5700,650,1800
2025-12-25,RS-00243,USB-C Dock,DOC-101,Accessories,South,Tyre,Carla,Online,11,120,0.05,1254.0,70,484.0
2025-11-11,RS-00244,27-inch Monitor,MON-027,Displays,Bekaa,Zahle,Maya,Store,18,220,0.05,3762.0,135,1332.0
2026-02-03,RS-00245,Wireless Mouse,MOU-014,Accessories,Bekaa,Zahle,Rami,Online,25,28,0.15,595.0,11,320.0
2025-12-18,RS-00246,USB-C Dock,DOC-101,Accessories,North,Tripoli,Rami,Store,22,120,0.05,2508.0,70,968.0
2025-11-28,RS-00247,Wireless Mouse,MOU-014,Accessories,South,Tyre,Carla,Online,31,28,0,868,11,527
2025-12-02,RS-00248,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,David,Store,1,950,0,950,650,300
2025-11-08,RS-00249,27-inch Monitor,MON-027,Displays,South,Saida,Nour,Store,8,220,0.1,1584.0,135,504.0
2025-10-16,RS-00250,Wireless Mouse,MOU-014,Accessories,South,Saida,Maya,B2B,44,28,0.1,1108.8,11,624.8
2025-12-20,RS-00251,Tablet Air,TAB-080,Tablets,South,Tyre,Maya,Online,1,420,0.05,399.0,280,119.0
2025-12-07,RS-00252,Mechanical Keyboard,KEY-022,Accessories,South,Saida,David,Store,25,55,0,1375,25,750
2025-12-16,RS-00253,USB-C Dock,DOC-101,Accessories,South,Saida,Rami,Store,9,120,0.1,972.0,70,342.0
2025-12-10,RS-00254,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,Nour,Online,10,1250,0.15,10625.0,850,2125.0
2025-11-07,RS-00255,Gaming Laptop X,LAP-220,Computers,Bekaa,Zahle,Bob,Store,2,1250,0,2500,850,800
2025-11-21,RS-00256,Webcam HD,CAM-018,Accessories,Bekaa,Zahle,Elie,Store,39,65,0.05,2408.25,32,1160.25
2025-12-01,RS-00257,Gaming Laptop X,LAP-220,Computers,South,Saida,David,Store,1,1250,0,1250,850,400
2025-11-05,RS-00258,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Jounieh,Nour,Online,7,950,0.1,5985.0,650,1435.0
2026-01-30,RS-00259,27-inch Monitor,MON-027,Displays,South,Saida,Elie,Store,8,220,0,1760,135,680
2025-11-29,RS-00260,4K Monitor,MON-040,Displays,North,Tripoli,Carla,Store,1,380,0.1,342.0,240,102.0
2025-10-10,RS-00261,Laptop Sleeve,SLV-010,Accessories,Mount Lebanon,Byblos,Rami,Store,34,25,0,850,8,578
2025-10-10,RS-00262,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,Maya,Store,1,950,0.15,807.5,650,157.5
2026-02-17,RS-00263,4K Monitor,MON-040,Displays,Mount Lebanon,Jounieh,Rami,Store,5,380,0.05,1805.0,240,605.0
2025-12-05,RS-00264,Wireless Mouse,MOU-014,Accessories,North,Tripoli,Maya,Online,49,28,0.05,1303.4,11,764.4
2025-11-19,RS-00265,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Nour,Store,8,950,0,7600,650,2400
2025-11-05,RS-00266,27-inch Monitor,MON-027,Displays,South,Saida,Alice,Store,18,220,0,3960,135,1530
2025-12-08,RS-00267,Tablet Air,TAB-080,Tablets,Bekaa,Zahle,Alice,Store,4,420,0.05,1596.0,280,476.0
2026-01-28,RS-00268,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,Elie,Online,7,1250,0.05,8312.5,850,2362.5
2025-12-15,RS-00269,27-inch Monitor,MON-027,Displays,South,Saida,David,B2B,26,220,0.15,4862.0,135,1352.0
2026-01-15,RS-00270,Wireless Mouse,MOU-014,Accessories,South,Tyre,David,Online,23,28,0.05,611.8,11,358.8
2025-10-21,RS-00271,4K Monitor,MON-040,Displays,North,Batroun,Bob,B2B,18,380,0.1,6156.0,240,1836.0
2026-02-15,RS-00272,Laptop Pro 14,LAP-140,Computers,North,Batroun,Rami,Store,7,950,0,6650,650,2100
2026-02-03,RS-00273,Laptop Pro 14,LAP-140,Computers,South,Tyre,Alice,Store,1,950,0,950,650,300
2026-01-27,RS-00274,Wireless Mouse,MOU-014,Accessories,Bekaa,Zahle,Alice,Store,36,28,0.1,907.2,11,511.2
2025-11-25,RS-00275,4K Monitor,MON-040,Displays,North,Tripoli,Nour,Store,14,380,0.15,4522.0,240,1162.0
2025-10-18,RS-00276,Laptop Sleeve,SLV-010,Accessories,South,Tyre,Alice,Store,32,25,0,800,8,544
2025-11-04,RS-00277,USB-C Dock,DOC-101,Accessories,Mount Lebanon,Byblos,Maya,B2B,33,120,0.1,3564.0,70,1254.0
2025-10-21,RS-00278,Wireless Mouse,MOU-014,Accessories,Mount Lebanon,Jounieh,Maya,Store,52,28,0.15,1237.6,11,665.6
2026-01-09,RS-00279,4K Monitor,MON-040,Displays,South,Saida,Alice,Online,6,380,0.05,2166.0,240,726.0
2026-01-17,RS-00280,4K Monitor,MON-040,Displays,South,Saida,David,Store,3,380,0,1140,240,420
2025-11-18,RS-00281,Tablet Air,TAB-080,Tablets,Beirut,Beirut,Alice,Online,2,420,0.1,756.0,280,196.0
2025-10-05,RS-00282,Gaming Laptop X,LAP-220,Computers,Beirut,Beirut,Bob,Online,7,1250,0,8750,850,2800
2025-10-13,RS-00283,Gaming Laptop X,LAP-220,Computers,North,Tripoli,Nour,Store,1,1250,0.1,1125.0,850,275.0
2025-11-05,RS-00284,4K Monitor,MON-040,Displays,Bekaa,Zahle,David,Online,3,380,0.05,1083.0,240,363.0
2025-12-21,RS-00285,4K Monitor,MON-040,Displays,North,Batroun,David,Store,8,380,0,3040,240,1120
2025-12-16,RS-00286,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Jounieh,Nour,Online,8,1250,0,10000,850,3200
2025-12-28,RS-00287,Tablet Air,TAB-080,Tablets,Mount Lebanon,Byblos,Maya,Online,3,420,0,1260,280,420
2026-02-15,RS-00288,27-inch Monitor,MON-027,Displays,South,Saida,Elie,Online,12,220,0,2640,135,1020
2026-01-27,RS-00289,Noise-Cancel Headset,HDS-033,Audio,Mount Lebanon,Byblos,Nour,Online,13,145,0,1885,85,780
2025-10-21,RS-00290,Tablet Air,TAB-080,Tablets,North,Batroun,Bob,Online,5,420,0.1,1890.0,280,490.0
2025-10-14,RS-00291,Gaming Laptop X,LAP-220,Computers,North,Tripoli,Bob,Store,4,1250,0.05,4750.0,850,1350.0
2026-01-31,RS-00292,Gaming Laptop X,LAP-220,Computers,North,Batroun,Elie,B2B,12,1250,0.1,13500.0,850,3300.0
2025-10-31,RS-00293,USB-C Dock,DOC-101,Accessories,South,Tyre,David,Online,9,120,0,1080,70,450
2025-12-22,RS-00294,USB-C Dock,DOC-101,Accessories,Mount Lebanon,Byblos,Rami,Online,14,120,0,1680,70,700
2025-12-06,RS-00295,Gaming Laptop X,LAP-220,Computers,South,Tyre,Rami,Store,5,1250,0.1,5625.0,850,1375.0
2025-11-22,RS-00296,27-inch Monitor,MON-027,Displays,Mount Lebanon,Byblos,Alice,Online,23,220,0,5060,135,1955
2025-11-07,RS-00297,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Elie,Store,4,950,0.1,3420.0,650,820.0
2026-02-05,RS-00298,4K Monitor,MON-040,Displays,North,Batroun,Elie,Online,7,380,0.05,2527.0,240,847.0
2026-02-03,RS-00299,27-inch Monitor,MON-027,Displays,North,Batroun,Carla,Store,14,220,0.1,2772.0,135,882.0
2025-10-16,RS-00300,4K Monitor,MON-040,Displays,Beirut,Beirut,Alice,Online,4,380,0,1520,240,560
2025-11-29,RS-00301,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Jounieh,Alice,Store,5,950,0.05,4512.5,650,1262.5
2026-02-01,RS-00302,Mechanical Keyboard,KEY-022,Accessories,North,Tripoli,Alice,Online,46,55,0,2530,25,1380
2025-10-05,RS-00303,4K Monitor,MON-040,Displays,Bekaa,Zahle,Elie,Store,5,380,0.1,1710.0,240,510.0
2025-11-15,RS-00304,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,Carla,Store,2,950,0.05,1805.0,650,505.0
2025-12-04,RS-00305,Webcam HD,CAM-018,Accessories,Bekaa,Zahle,Nour,Store,31,65,0,2015,32,1023
2025-11-27,RS-00306,Gaming Laptop X,LAP-220,Computers,Beirut,Beirut,Alice,Store,5,1250,0,6250,850,2000
2026-01-30,RS-00307,Laptop Pro 14,LAP-140,Computers,North,Tripoli,Carla,Store,7,950,0,6650,650,2100
2025-10-25,RS-00308,Noise-Cancel Headset,HDS-033,Audio,North,Tripoli,David,Store,12,145,0.1,1566.0,85,546.0
2026-01-30,RS-00309,Gaming Laptop X,LAP-220,Computers,Beirut,Beirut,Elie,B2B,19,1250,0.1,21375.0,850,5225.0
2025-10-05,RS-00310,USB Cable,USB-001,Accessories,Mount Lebanon,Jounieh,Nour,B2B,43,14,0.1,541.8,4,369.8
2026-01-08,RS-00311,Wireless Mouse,MOU-014,Accessories,North,Batroun,Nour,Online,30,28,0.05,798.0,11,468.0
2026-02-06,RS-00312,USB-C Dock,DOC-101,Accessories,North,Batroun,Alice,Store,25,120,0,3000,70,1250
2025-10-20,RS-00313,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,Maya,Store,4,1250,0.05,4750.0,850,1350.0
2025-12-31,RS-00314,4K Monitor,MON-040,Displays,Mount Lebanon,Byblos,Nour,Store,13,380,0.05,4693.0,240,1573.0
2026-01-06,RS-00315,Laptop Pro 14,LAP-140,Computers,Bekaa,Zahle,David,Online,5,950,0.05,4512.5,650,1262.5
2025-11-09,RS-00316,Wireless Mouse,MOU-014,Accessories,North,Batroun,Maya,Store,48,28,0,1344,11,816
2025-12-18,RS-00317,27-inch Monitor,MON-027,Displays,Bekaa,Zahle,Bob,Store,15,220,0.05,3135.0,135,1110.0
2026-01-13,RS-00318,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,Maya,Online,10,950,0.05,9025.0,650,2525.0
2025-12-23,RS-00319,Webcam HD,CAM-018,Accessories,North,Tripoli,Elie,Store,51,65,0.05,3149.25,32,1517.25
2025-12-02,RS-00320,4K Monitor,MON-040,Displays,Mount Lebanon,Jounieh,Nour,Store,1,380,0,380,240,140
2025-12-08,RS-00321,4K Monitor,MON-040,Displays,Beirut,Beirut,Carla,Store,2,380,0,760,240,280
2025-12-04,RS-00322,Tablet Air,TAB-080,Tablets,South,Tyre,David,Store,5,420,0,2100,280,700
2025-10-02,RS-00323,Tablet Air,TAB-080,Tablets,North,Batroun,Nour,Online,2,420,0.1,756.0,280,196.0
2025-11-04,RS-00324,Gaming Laptop X,LAP-220,Computers,South,Saida,Rami,Store,5,1250,0.15,5312.5,850,1062.5
2025-12-21,RS-00325,Gaming Laptop X,LAP-220,Computers,South,Tyre,David,Store,2,1250,0,2500,850,800
2025-11-21,RS-00326,Mechanical Keyboard,KEY-022,Accessories,Mount Lebanon,Jounieh,Alice,B2B,78,55,0.1,3861.0,25,1911.0
2026-01-21,RS-00327,USB-C Dock,DOC-101,Accessories,Beirut,Beirut,Nour,Online,17,120,0,2040,70,850
2025-11-09,RS-00328,Wireless Mouse,MOU-014,Accessories,Mount Lebanon,Byblos,Bob,Store,42,28,0.05,1117.2,11,655.2
2026-01-11,RS-00329,4K Monitor,MON-040,Displays,Mount Lebanon,Byblos,Alice,Online,1,380,0.05,361.0,240,121.0
2025-10-22,RS-00330,Laptop Pro 14,LAP-140,Computers,South,Saida,Maya,Store,7,950,0.05,6317.5,650,1767.5
2026-01-11,RS-00331,USB Cable,USB-001,Accessories,North,Batroun,Nour,Store,27,14,0.05,359.1,4,251.1
2025-11-26,RS-00332,27-inch Monitor,MON-027,Displays,Mount Lebanon,Byblos,Rami,Online,19,220,0.05,3971.0,135,1406.0
2026-02-06,RS-00333,Laptop Pro 14,LAP-140,Computers,North,Tripoli,Rami,Store,1,950,0,950,650,300
2025-11-06,RS-00334,Gaming Laptop X,LAP-220,Computers,North,Batroun,Rami,Online,9,1250,0.05,10687.5,850,3037.5
2025-12-29,RS-00335,27-inch Monitor,MON-027,Displays,South,Tyre,Rami,Store,10,220,0,2200,135,850
2025-12-27,RS-00336,Mechanical Keyboard,KEY-022,Accessories,Mount Lebanon,Jounieh,David,Store,54,55,0.05,2821.5,25,1471.5
2025-12-24,RS-00337,4K Monitor,MON-040,Displays,South,Tyre,David,Online,2,380,0.05,722.0,240,242.0
2026-01-10,RS-00338,Laptop Pro 14,LAP-140,Computers,South,Saida,Rami,Online,2,950,0,1900,650,600
2025-11-24,RS-00339,Gaming Laptop X,LAP-220,Computers,Beirut,Beirut,Bob,Online,1,1250,0,1250,850,400
2025-10-30,RS-00340,Gaming Laptop X,LAP-220,Computers,South,Tyre,Maya,Online,2,1250,0.05,2375.0,850,675.0
2025-10-30,RS-00341,Gaming Laptop X,LAP-220,Computers,South,Tyre,Carla,Online,2,1250,0.05,2375.0,850,675.0
2025-10-22,RS-00342,Wireless Mouse,MOU-014,Accessories,North,Batroun,Bob,Store,28,28,0,784,11,476
2026-01-04,RS-00343,Wireless Mouse,MOU-014,Accessories,Mount Lebanon,Byblos,Nour,Online,26,28,0.05,691.6,11,405.6
2026-02-15,RS-00344,Wireless Mouse,MOU-014,Accessories,Mount Lebanon,Jounieh,Carla,Store,43,28,0,1204,11,731
2025-12-20,RS-00345,Webcam HD,CAM-018,Accessories,North,Tripoli,Maya,B2B,71,65,0.1,4153.5,32,1881.5
2026-01-13,RS-00346,Wireless Mouse,MOU-014,Accessories,Mount Lebanon,Byblos,Rami,Store,34,28,0,952,11,578
2025-10-08,RS-00347,USB-C Dock,DOC-101,Accessories,South,Saida,Elie,Store,11,120,0.1,1188.0,70,418.0
2026-02-04,RS-00348,4K Monitor,MON-040,Displays,Beirut,Beirut,Bob,Store,7,380,0.05,2527.0,240,847.0
2026-01-02,RS-00349,4K Monitor,MON-040,Displays,North,Tripoli,Rami,Online,5,380,0.1,1710.0,240,510.0
2025-12-03,RS-00350,Gaming Laptop X,LAP-220,Computers,North,Tripoli,Rami,Store,5,1250,0.1,5625.0,850,1375.0
2025-10-23,RS-00351,27-inch Monitor,MON-027,Displays,Beirut,Beirut,David,Store,18,220,0.1,3564.0,135,1134.0
2026-01-18,RS-00352,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Jounieh,David,Online,1,950,0.1,855.0,650,205.0
2025-12-29,RS-00353,4K Monitor,MON-040,Displays,Mount Lebanon,Jounieh,Maya,B2B,13,380,0.15,4199.0,240,1079.0
2025-11-04,RS-00354,USB Cable,USB-001,Accessories,Mount Lebanon,Byblos,Alice,B2B,69,14,0.1,869.4,4,593.4
2025-11-03,RS-00355,Gaming Laptop X,LAP-220,Computers,North,Batroun,David,Online,2,1250,0.05,2375.0,850,675.0
2025-12-08,RS-00356,Mechanical Keyboard,KEY-022,Accessories,Mount Lebanon,Byblos,Rami,Store,38,55,0.1,1881.0,25,931.0
2025-10-24,RS-00357,27-inch Monitor,MON-027,Displays,Bekaa,Zahle,Maya,Store,11,220,0.1,2178.0,135,693.0
2025-10-24,RS-00358,Wireless Mouse,MOU-014,Accessories,South,Tyre,Maya,Online,27,28,0.1,680.4,11,383.4
2026-01-10,RS-00359,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,David,Store,3,1250,0.05,3562.5,850,1012.5
2025-11-03,RS-00360,4K Monitor,MON-040,Displays,South,Tyre,Maya,B2B,12,380,0.1,4104.0,240,1224.0
2025-10-26,RS-00361,Mechanical Keyboard,KEY-022,Accessories,South,Tyre,Alice,Store,30,55,0,1650,25,900
2026-01-18,RS-00362,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Jounieh,Elie,Store,1,1250,0.15,1062.5,850,212.5
2025-12-10,RS-00363,Laptop Pro 14,LAP-140,Computers,North,Batroun,Elie,Store,2,950,0,1900,650,600
2025-12-18,RS-00364,Wireless Mouse,MOU-014,Accessories,South,Saida,Nour,Online,21,28,0.05,558.6,11,327.6
2025-10-01,RS-00365,Gaming Laptop X,LAP-220,Computers,Beirut,Beirut,Carla,Online,1,1250,0,1250,850,400
2025-12-27,RS-00366,Webcam HD,CAM-018,Accessories,Mount Lebanon,Byblos,Carla,Store,49,65,0,3185,32,1617
2025-10-23,RS-00367,Wireless Mouse,MOU-014,Accessories,Beirut,Beirut,Bob,Store,40,28,0.1,1008.0,11,568.0
2025-11-04,RS-00368,Mechanical Keyboard,KEY-022,Accessories,Mount Lebanon,Jounieh,Bob,Online,42,55,0,2310,25,1260
2025-11-12,RS-00369,27-inch Monitor,MON-027,Displays,South,Saida,Carla,B2B,21,220,0.1,4158.0,135,1323.0
2025-11-05,RS-00370,USB-C Dock,DOC-101,Accessories,Mount Lebanon,Byblos,Maya,B2B,28,120,0.1,3024.0,70,1064.0
2025-12-03,RS-00371,Gaming Laptop X,LAP-220,Computers,Beirut,Beirut,David,Online,1,1250,0.1,1125.0,850,275.0
2025-10-07,RS-00372,Webcam HD,CAM-018,Accessories,Bekaa,Zahle,David,Store,27,65,0.05,1667.25,32,803.25
2026-01-09,RS-00373,Gaming Laptop X,LAP-220,Computers,North,Tripoli,David,Store,7,1250,0.05,8312.5,850,2362.5
2026-02-13,RS-00374,Noise-Cancel Headset,HDS-033,Audio,North,Tripoli,Maya,B2B,40,145,0.1,5220.0,85,1820.0
2026-01-02,RS-00375,4K Monitor,MON-040,Displays,Mount Lebanon,Jounieh,Rami,B2B,17,380,0.1,5814.0,240,1734.0
2025-11-25,RS-00376,Laptop Pro 14,LAP-140,Computers,North,Tripoli,Nour,Store,3,950,0.05,2707.5,650,757.5
2026-02-06,RS-00377,USB-C Dock,DOC-101,Accessories,Mount Lebanon,Byblos,Nour,Store,9,120,0,1080,70,450
2025-12-19,RS-00378,Laptop Pro 14,LAP-140,Computers,South,Saida,Carla,Online,3,950,0,2850,650,900
2025-10-17,RS-00379,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,David,Store,7,1250,0,8750,850,2800
2025-10-15,RS-00380,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Jounieh,Bob,Store,6,1250,0,7500,850,2400
2025-10-03,RS-00381,Laptop Pro 14,LAP-140,Computers,North,Batroun,Elie,Store,8,950,0,7600,650,2400
2025-10-31,RS-00382,USB-C Dock,DOC-101,Accessories,North,Tripoli,Maya,Online,24,120,0,2880,70,1200
2025-10-17,RS-00383,Gaming Laptop X,LAP-220,Computers,Beirut,Beirut,Rami,Store,2,1250,0.05,2375.0,850,675.0
2026-01-03,RS-00384,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,Bob,Store,8,950,0.05,7220.0,650,2020.0
2025-10-12,RS-00385,Webcam HD,CAM-018,Accessories,North,Tripoli,David,Store,33,65,0,2145,32,1089
2025-10-10,RS-00386,4K Monitor,MON-040,Displays,Mount Lebanon,Byblos,David,Store,9,380,0,3420,240,1260
2025-12-21,RS-00387,Gaming Laptop X,LAP-220,Computers,Beirut,Beirut,Maya,Store,7,1250,0,8750,850,2800
2026-02-10,RS-00388,Laptop Sleeve,SLV-010,Accessories,Mount Lebanon,Byblos,Bob,Online,31,25,0.1,697.5,8,449.5
2025-12-19,RS-00389,Gaming Laptop X,LAP-220,Computers,South,Tyre,Alice,Store,3,1250,0.05,3562.5,850,1012.5
2025-12-02,RS-00390,27-inch Monitor,MON-027,Displays,South,Tyre,David,Online,16,220,0.05,3344.0,135,1184.0
2025-12-02,RS-00391,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Alice,Store,2,950,0.1,1710.0,650,410.0
2025-12-25,RS-00392,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Elie,Store,12,950,0.05,10830.0,650,3030.0
2025-11-30,RS-00393,27-inch Monitor,MON-027,Displays,North,Tripoli,Carla,Online,31,220,0.1,6138.0,135,1953.0
2026-02-11,RS-00394,27-inch Monitor,MON-027,Displays,North,Batroun,Rami,B2B,25,220,0.1,4950.0,135,1575.0
2026-02-07,RS-00395,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Bob,Online,7,950,0,6650,650,2100
2025-12-14,RS-00396,Gaming Laptop X,LAP-220,Computers,North,Batroun,Nour,Online,5,1250,0.05,5937.5,850,1687.5
2025-12-21,RS-00397,27-inch Monitor,MON-027,Displays,South,Saida,Bob,B2B,22,220,0.1,4356.0,135,1386.0
2025-11-12,RS-00398,27-inch Monitor,MON-027,Displays,North,Batroun,Nour,Store,17,220,0,3740,135,1445
2025-11-23,RS-00399,27-inch Monitor,MON-027,Displays,South,Tyre,Elie,Online,17,220,0,3740,135,1445
2025-10-11,RS-00400,Gaming Laptop X,LAP-220,Computers,North,Batroun,Carla,Store,7,1250,0,8750,850,2800
2025-12-31,RS-00401,27-inch Monitor,MON-027,Displays,North,Tripoli,Elie,Store,23,220,0,5060,135,1955
2026-01-24,RS-00402,4K Monitor,MON-040,Displays,South,Saida,Bob,Store,3,380,0.1,1026.0,240,306.0
2025-11-05,RS-00403,Laptop Pro 14,LAP-140,Computers,North,Tripoli,David,Store,6,950,0.05,5415.0,650,1515.0
2025-10-22,RS-00404,Mechanical Keyboard,KEY-022,Accessories,Bekaa,Zahle,Bob,Store,24,55,0,1320,25,720
2026-01-22,RS-00405,USB-C Dock,DOC-101,Accessories,Beirut,Beirut,Maya,Store,23,120,0.1,2484.0,70,874.0
2026-01-19,RS-00406,Webcam HD,CAM-018,Accessories,Mount Lebanon,Byblos,Rami,Store,34,65,0.05,2099.5,32,1011.5
2025-11-14,RS-00407,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Jounieh,Elie,Store,7,1250,0.05,8312.5,850,2362.5
2025-12-02,RS-00408,Mechanical Keyboard,KEY-022,Accessories,South,Tyre,Nour,B2B,29,55,0.1,1435.5,25,710.5
2025-12-11,RS-00409,27-inch Monitor,MON-027,Displays,Mount Lebanon,Byblos,David,Online,20,220,0.15,3740.0,135,1040.0
2026-02-17,RS-00410,USB-C Dock,DOC-101,Accessories,Mount Lebanon,Byblos,Maya,Store,16,120,0.1,1728.0,70,608.0
2025-12-28,RS-00411,Noise-Cancel Headset,HDS-033,Audio,North,Batroun,Nour,Store,17,145,0,2465,85,1020
2025-12-11,RS-00412,Laptop Pro 14,LAP-140,Computers,South,Tyre,Maya,Online,5,950,0.15,4037.5,650,787.5
2025-11-10,RS-00413,Laptop Pro 14,LAP-140,Computers,South,Saida,Elie,Online,5,950,0.1,4275.0,650,1025.0
2025-11-26,RS-00414,4K Monitor,MON-040,Displays,Mount Lebanon,Byblos,Maya,B2B,11,380,0.15,3553.0,240,913.0
2025-11-15,RS-00415,Gaming Laptop X,LAP-220,Computers,North,Batroun,Maya,B2B,21,1250,0.15,22312.5,850,4462.5
2025-11-18,RS-00416,Webcam HD,CAM-018,Accessories,South,Tyre,Elie,Store,31,65,0,2015,32,1023
2025-10-15,RS-00417,Gaming Laptop X,LAP-220,Computers,South,Saida,Alice,Online,10,1250,0,12500,850,4000
2025-11-03,RS-00418,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Jounieh,Maya,Store,6,1250,0,7500,850,2400
2025-11-06,RS-00419,USB-C Dock,DOC-101,Accessories,North,Batroun,Bob,Store,18,120,0,2160,70,900
2025-12-17,RS-00420,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Jounieh,Nour,Online,3,1250,0.15,3187.5,850,637.5
2025-12-21,RS-00421,Laptop Pro 14,LAP-140,Computers,North,Batroun,David,Online,6,950,0.05,5415.0,650,1515.0
2025-12-15,RS-00422,Laptop Pro 14,LAP-140,Computers,North,Tripoli,Nour,Online,1,950,0.1,855.0,650,205.0
