Date,Order_ID,Product,SKU,Region,Salesperson,Quantity,Unit_Price,Revenue,Customer_ID,Channel,Notes
2026-03-20,D-00299,Laptop,LAP-1,south,BOB,15,850,12750,CUST-1260,STORE,
2026-03-06,D-00300,Keyboard,KEY-1,South,,10,45,450,CUST-1046,online,
2026-04-17,D-00301,Keyboard,KEY-1,south,David,37,45,1665,CUST-1181,online,
2026-05-05,D-00302,USB Cable,USB-1,east,Carla,8,12,96,CUST-1073,online,
2026-05-05,D-00303,Laptop,LAP-1,south,Alice,34,850,28900,CUST-1082,Store,
2026-04-18,D-00304,Mouse,MOU-1,north,,26,25,650,CUST-1209,B2B,
2026-05-02,D-00305,Laptop,LAP-1,SOUTH,David,18,850,15300,CUST-1050,Online,
2026-02-21,D-00306,USB Cable,USB-1,North,David,25,12,300,CUST-1003,Store,
2026-05-02,D-00307,Mouse,MOU-1,west,Carla,35,25,875,CUST-1173,STORE,
2026-03-18,D-00308,Mouse,MOU-1,East,,34,25,850,CUST-1246,B2B,
2026-02-24,D-00309,Mouse,MOU-1,,BOB,40,25,1000,CUST-1233,Store,
2026-05-05,D-00310,Mouse,MOU-1,WEST,Bob,29,25,725,CUST-1040,B2B,
2026-02-16,D-00311,Laptop,LAP-1,north,Carla,1051,850,893350,CUST-1099,,extreme outlier
2026-04-22,D-00312,Keyboard,KEY-1,East,David,34,45,1530,CUST-1110,online,
2026-02-09,D-00313,keyboard,KEY-1,NORTH,Alice,23,45,1035,CUST-1286,STORE,
2026-04-13,D-00314,Mouse,MOU-1,West,David,5,25,125,CUST-1026,online,
2026-04-21,D-00315,Mouse,MOU-1,north,Bob,15,25,375,CUST-1243,Store,
2026-03-08,D-00316,Laptop,LAP-1,NORTH,,20,850,17000,CUST-1191,STORE,
2026-04-23,D-00317,Headset,HDS-1,North,Alice,2,95,190,CUST-1241,Store,
2026-02-23,D-00318,Laptop,LAP-1,,alice,36,850,30600,CUST-1267,STORE,
2026-05-08,D-00319,Keyboard,KEY-1,SOUTH,,23,45,1035,CUST-1019,Store,
2026-03-03,D-00320,Mouse,MOU-1,West,,5,25,125,CUST-1179,Online,
2026-03-31,D-00321,Keyboard,KEY-1,North,Alice,29,45,1305,CUST-1222,Online,
2026-04-19,D-00322,Keyboard,KEY-1,north,BOB,1414,45,63630,CUST-1012,Online,extreme outlier
2026-03-29,D-00323,USB Cable,USB-1,,,35,12,420,CUST-1166,B2B,
2026-04-29,D-00324,USB Cable,USB-1,north,Carla,946,12,11352,CUST-1171,Online,extreme outlier
2026-03-10,D-00325,USB Cable,USB-1,south,,29,12,348,CUST-1065,online,
2026-02-23,D-00326,USB Cable,USB-1,south,Bob,28,12,336,CUST-1020,B2B,
2026-03-01,D-00327,Headset,HDS-1,west,Carla,36,95,3420,CUST-1205,Store,
2026-02-14,D-00328,Monitor,MON-1,South,Carla,25,180,4500,CUST-1054,online,
2026-05-03,D-00329,Monitor,MON-1,west,,29,180,5220,CUST-1288,STORE,
2026-05-06,D-00330,Headset,HDS-1,,alice,24,95,2280,CUST-1027,online,
2026-04-24,D-00331,Monitor,MON-1,north,,30,180,5400,CUST-1120,,
2026-04-16,D-00332,Monitor,MON-1,North,alice,35,180,6300,CUST-1081,B2B,
2026-04-15,D-00333,Mouse,MOU-1,West,Bob,8,25,200,CUST-1132,Store,
2026-03-29,D-00334,USB Cable,USB-1,West,BOB,640,12,7680,CUST-1199,B2B,extreme outlier
2026-02-09,D-00335,USB Cable,USB-1,East,Bob,29,12,348,CUST-1025,Store,
2026-04-27,D-00336,Headset,HDS-1,east,alice,11,95,1045,CUST-1072,B2B,
2026-03-22,D-00337,Monitor,MON-1,North,David,12,180,2160,CUST-1234,,
2026-04-06,D-00338,USB Cable,USB-1,WEST,Carla,23,12,276,CUST-1092,B2B,
2026-05-11,D-00339,Monitor,MON-1,east,BOB,ten,180,4500,CUST-1208,,mixed quantity type
2026-04-19,D-00340,Laptop,LAP-1,South,,20 units,850,11900,CUST-1173,,mixed quantity type
2026-02-25,D-00341,Mouse,MOU-1,south,,38,25,950,CUST-1225,Online,
2026-05-06,D-00342,Monitor,MON-1,north,Carla,878,180,158040,CUST-1122,Store,extreme outlier
2026/03/14,D-00343,laptop,LAP-1,west,,4,850,3400,CUST-1158,B2B,
2026-02-26,D-00344,Monitor,MON-1,East,BOB,36,180,6480,CUST-1257,,
2026-03-31,D-00345,Monitor,MON-1,WEST,,12,180,2160,CUST-1154,Online,
2026-05-06,D-00346,Keyboard,KEY-1,north,Bob,17,45,765,CUST-1148,STORE,
2026-05-04,D-00347,Monitor,MON-1,South,alice,20,180 usd,3600,CUST-1128,Online,mixed price type
2026-05-04,D-00348,Headset,HDS-1,WEST,Carla,39,95,3705,CUST-1292,Store,
2026-02-11,D-00349,Headset,HDS-1,West,Bob,11,95,1045,CUST-1062,B2B,
2026-04-14,D-00350,Laptop,LAP-1,NORTH,Alice,1,850,850,CUST-1148,,
2026-03-07,D-00351,USB Cable,USB-1,,,17,12,204,CUST-1036,B2B,
2026-04-27,D-00352,Keyboard,KEY-1,East,Alice,8,45,360,CUST-1151,B2B,
2026-03-26,D-00353,USB Cable,USB-1,East,Carla,38,12,456,CUST-1189,online,
2026-04-25,D-00354,Monitor,MON-1,,,32,180,5760,CUST-1190,online,
not_a_date,D-00355,Monitor,MON-1,North,David,25,180,4500,CUST-1064,Online,
2026-04-06,D-00356,Headset,HDS-1,SOUTH,David,22,95,2090,CUST-1094,Online,
2026-04-04,D-00357,Keyboard,KEY-1,EAST,Bob,4,45,180,CUST-1285,STORE,
2026-04-04,D-00358,Mouse,MOU-1,North,,30,25,750,CUST-1039,,
2026-05-01,D-00359,USB Cable,USB-1,West,,24,12,288,CUST-1118,,
2026-04-09,D-00360,Monitor,MON-1,East,,,180,3240,CUST-1103,STORE,mixed quantity type
2026-02-05,D-00361,Mouse,MOU-1,South,alice,11,25,275,CUST-1278,,
2026-02-25,D-00362,usb cable,USB-1,north,Carla,680,12,8160,CUST-1010,online,extreme outlier
2026-03-18,D-00363,Keyboard,KEY-1,SOUTH,Bob,33,45,1485,CUST-1148,B2B,
2026-02-20,D-00364,USB Cable,USB-1,West,,,12,312,CUST-1129,B2B,missing quantity
2026-03-31,D-00365,Headset,HDS-1,West,BOB,34,95,3230,CUST-1256,online,
2026-05-03,D-00366,Laptop,LAP-1,West,,16,850,13600,CUST-1126,,
2026-02-27,D-00367,USB Cable,USB-1,west,Carla,37,12,444,CUST-1034,online,
2026-04-25,D-00368,USB Cable,USB-1,WEST,alice,10,12,120,CUST-1298,Online,
2026-05-11,D-00369,Headset,HDS-1,south,,28,95,2660,CUST-1215,,
2026-02-22,D-00370,USB Cable,USB-1,south,Bob,13,12,156,CUST-1220,STORE,
2026-03-19,D-00371,Laptop,LAP-1,West,Alice,32,850,27200,CUST-1046,Online,
2026-02-17,D-00372,headset,HDS-1,,David,32,95,3040,CUST-1065,Online,
2026-02-25,D-00373,USB Cable,USB-1,,David,30,12,360,CUST-1038,STORE,
2026-02-06,D-00374,Headset,HDS-1,south,Carla,18,95,1710,CUST-1213,,
2026/03/14,D-00375,Mouse,MOU-1,west,BOB,3,25,,CUST-1108,,missing revenue
2026-03-18,D-00376,Laptop,LAP-1,NORTH,David,34,850,28900,CUST-1123,,
2026-04-10,D-00377,Laptop,LAP-1,West,Carla,ten,850,15300,CUST-1033,,mixed quantity type
2026-03-08,D-00378,Mouse,MOU-1,,David,4,25,100,CUST-1025,online,
2026-03-08,D-00379,Keyboard,KEY-1,South,Bob,1,45,45,CUST-1263,Online,
2026-04-16,D-00380,Headset,HDS-1,south,Alice,37,95,3515,CUST-1154,Store,
2026-02-12,D-00381,Laptop,LAP-1,South,David,,850,34000,CUST-1123,Store,mixed quantity type
2026-05-08,D-00382,Monitor,MON-1,SOUTH,Carla,31,180,5580,CUST-1225,online,
2026-02-09,D-00383,Monitor,MON-1,SOUTH,Carla,9,180,1620,CUST-1285,Online,
2026-03-09,D-00384,Monitor,MON-1,SOUTH,BOB,7,180,1260,CUST-1297,Store,
2026-05-10,D-00385,USB Cable,USB-1,NORTH,alice,9,12,108,CUST-1177,Online,
2026-04-24,D-00386,Laptop,LAP-1,South,Alice,14,850,11900,CUST-1223,Store,
2026-04-02,D-00387,USB Cable,USB-1,NORTH,Carla,35,12,420,CUST-1228,online,
2026-02-25,D-00388,Mouse,MOU-1,North,BOB,37,25 usd,925,CUST-1230,Online,mixed price type
2026-04-30,D-00389,USB Cable,USB-1,West,David,8,12,96,CUST-1161,online,
2026-04-27,D-00390,Laptop,LAP-1,East,Bob,19,850,16150,CUST-1090,Online,
2026-05-02,D-00391,Monitor,MON-1,south,BOB,21,180,3780,CUST-1201,B2B,
2026-02-28,D-00392,Monitor,MON-1,,,18,180,3240,CUST-1047,B2B,
2026-02-19,D-00393,Mouse,MOU-1,east,,1,25,25,CUST-1256,Store,
2026-03-13,D-00394,Mouse,MOU-1,east,David,30,25,750,CUST-1246,Online,
2026-02-08,D-00395,USB Cable,USB-1,North,Alice,14,12,168,CUST-1022,Online,
2026-04-27,D-00396,Monitor,MON-1,East,,14,180,2520,CUST-1228,B2B,
2026-03-09,D-00397,Monitor,MON-1,west,Carla,24,180,4320,CUST-1236,,
2026-02-04,D-00398,Mouse,MOU-1,NORTH,Carla,19,25,475,CUST-1193,B2B,
2026-04-25,D-00399,Headset,HDS-1,,alice,27,95,2565,CUST-1171,B2B,
2026-05-07,D-00400,Monitor,MON-1,SOUTH,alice,13,180,2340,CUST-1263,B2B,
2026-02-14,D-00401,Headset,HDS-1,West,David,32,95,3040,CUST-1296,online,
2026-03-14,D-00402,Monitor,MON-1,SOUTH,Bob,1,180 usd,180,CUST-1093,STORE,mixed price type
2026-03-23,D-00403,headset,HDS-1,West,Bob,18,95,1710,CUST-1094,Store,
2026-03-14,D-00404,Laptop,LAP-1,SOUTH,BOB,17,850,14450,CUST-1232,,
2026-02-17,D-00405,mouse,MOU-1,NORTH,,32,25,800,CUST-1157,Store,
2026-02-08,D-00406,mouse,MOU-1,,,40,25,1000,CUST-1079,Store,
2026-04-17,D-00407,USB Cable,USB-1,west,Bob,10,12,120,CUST-1159,,
2026-02-25,D-00408,usb cable,USB-1,WEST,Carla,10,12,120,CUST-1290,online,
2026-02-18,D-00409,USB Cable,USB-1,,David,,12,204,CUST-1101,STORE,mixed quantity type
2026-02-07,D-00410,USB Cable,USB-1,south,,30,12,360,CUST-1206,online,
2026-04-29,D-00411,USB Cable,USB-1,East,,2,,24,CUST-1200,online,mixed price type
2026-04-19,D-00412,Keyboard,KEY-1,west,Carla,36,45,1620,CUST-1107,STORE,
2026-03-25,D-00413,USB Cable,USB-1,North,David,11,12,132,CUST-1171,STORE,
2026-02-24,D-00414,Keyboard,KEY-1,East,Bob,28,45,1260,CUST-1107,Store,
2026-03-14,D-00415,Monitor,MON-1,East,Bob,11,180,1980,CUST-1242,Online,
2026-05-05,D-00416,Headset,HDS-1,South,Carla,18,95,1710,CUST-1128,online,
2026-03-26,D-00417,Monitor,MON-1,WEST,,7,$180,1260,CUST-1044,STORE,mixed price type
2026-02-07,D-00418,Monitor,MON-1,,,33,180,5940,CUST-1086,B2B,
2026-03-05,D-00419,USB Cable,USB-1,,David,17,12,204,CUST-1042,STORE,
2026-03-27,D-00420,USB Cable,USB-1,south,Alice,21,12,252,CUST-1287,STORE,
2026-03-02,D-00421,Headset,HDS-1,north,,16,95,1520,CUST-1296,,
2026-02-25,D-00422,Keyboard,KEY-1,,BOB,31,45,1395,CUST-1252,online,
2026-04-19,D-00423,Mouse,MOU-1,NORTH,Bob,1394,25,34850,CUST-1014,Online,extreme outlier
2026-03-22,D-00424,mouse,MOU-1,west,Bob,7,25,175,CUST-1123,STORE,
2026-02-13,D-00425,Keyboard,KEY-1,East,BOB,10,45,450,CUST-1034,B2B,
2026-05-10,D-00426,Laptop,LAP-1,NORTH,BOB,38,850,32300,CUST-1062,STORE,
2026-04-18,D-00427,Monitor,MON-1,SOUTH,Alice,31,180,5580,CUST-1125,Online,
2026-04-26,D-00428,Monitor,MON-1,WEST,Alice,32,180,5760,CUST-1003,,
2026-02-01,D-00429,Headset,HDS-1,north,,7,95,665,CUST-1192,B2B,
2026-02-28,D-00430,Mouse,MOU-1,South,,19,25,475,CUST-1058,B2B,
2026-02-10,D-00431,Keyboard,KEY-1,north,,19,45,855,CUST-1029,,
2026-04-30,D-00432,USB Cable,USB-1,North,Carla,,12,348,CUST-1027,Online,mixed quantity type
2026-04-21,D-00433,Mouse,MOU-1,west,alice,N/A,25,850,CUST-1091,Store,mixed quantity type
2026-02-22,D-00434,Laptop,LAP-1,WEST,BOB,983,850,835550,CUST-1091,B2B,extreme outlier
2026-05-01,D-00435,Laptop,LAP-1,NORTH,,35,850,29750,CUST-1196,Store,
2026-03-19,D-00436,mouse,MOU-1,East,,3,25,75,CUST-1288,B2B,
2026-05-04,D-00437,Keyboard,KEY-1,East,,11,45,495,CUST-1013,Online,
2026-05-07,D-00438,Laptop,LAP-1,east,,26,850,22100,CUST-1069,STORE,
2026-02-01,D-00439,Mouse,MOU-1,south,Bob,,25,525,CUST-1221,online,missing quantity
2026-03-02,D-00440,Laptop,LAP-1,east,David,11,850,9350,CUST-1106,,
2026-02-03,D-00441,Keyboard,KEY-1,south,alice,1,45,45,CUST-1031,,
2026-03-16,D-00442,Laptop,LAP-1,EAST,David,29,850,24650,CUST-1083,STORE,
2026-03-10,D-00443,Monitor,MON-1,south,,32,180,5760,CUST-1231,STORE,
2026-04-04,D-00444,Laptop,LAP-1,west,,1,850,850,CUST-1201,B2B,
2026-04-26,D-00445,Keyboard,KEY-1,WEST,Alice,3,45,135,CUST-1043,online,
2026-02-21,D-00446,Monitor,MON-1,WEST,Bob,11,180,1980,CUST-1280,Store,
2026-04-14,D-00447,Laptop,LAP-1,North,David,8,850,6800,CUST-1055,Online,
2026-05-08,D-00448,Mouse,MOU-1,South,,5,25,125,CUST-1273,Online,
2026-02-10,D-00449,usb cable,USB-1,SOUTH,alice,39,$12,468,CUST-1033,,mixed price type
2026-04-02,D-00450,headset,HDS-1,north,,18,95,1710,CUST-1025,,
2026-03-23,D-00451,Keyboard,KEY-1,East,,35,45,1575,CUST-1099,,
2026-04-26,D-00452,Laptop,LAP-1,North,,11,850,9350,CUST-1012,B2B,
2026-04-23,D-00453,Keyboard,KEY-1,west,alice,35,45,1575,CUST-1295,Online,
2026-02-16,D-00454,Laptop,LAP-1,,,18,850,15300,CUST-1237,online,
2026-03-26,D-00455,Laptop,LAP-1,WEST,Alice,38,850,32300,CUST-1049,online,
2026-02-05,D-00456,USB Cable,USB-1,north,,10,12,120,CUST-1238,Online,
2026-02-17,D-00457,Mouse,MOU-1,South,Carla,14,25,350,CUST-1231,STORE,
2026/03/14,D-00458,Monitor,MON-1,NORTH,Alice,30,180,5400,CUST-1180,,
2026-04-17,D-00459,Headset,HDS-1,,BOB,12,95,1140,CUST-1184,,
2026-04-06,D-00460,Monitor,MON-1,South,BOB,12,180,2160,CUST-1173,,
2026-04-02,D-00461,headset,HDS-1,West,BOB,2,95,190,CUST-1294,STORE,
2026-03-24,D-00462,Headset,HDS-1,,,28,95,2660,CUST-1146,STORE,
2026-03-09,D-00463,Keyboard,KEY-1,SOUTH,,9,45,405,CUST-1177,Store,
2026-05-02,D-00464,Mouse,MOU-1,east,,39,25,,CUST-1085,Store,missing revenue
2026-04-02,D-00465,Mouse,MOU-1,south,Alice,22,25,550,CUST-1199,,
2026-02-21,D-00466,Laptop,LAP-1,North,alice,7,850,5950,CUST-1134,,
2026-02-18,D-00467,Laptop,LAP-1,SOUTH,Bob,24,850,20400,CUST-1212,Store,
2026-03-24,D-00468,Mouse,MOU-1,SOUTH,,34,25,850,CUST-1016,B2B,
2026-03-08,D-00469,Keyboard,KEY-1,west,Carla,24,45,1080,CUST-1104,B2B,
2026-03-10,D-00470,Mouse,MOU-1,West,Carla,6,25,,CUST-1150,STORE,missing revenue
2026-03-15,D-00471,Monitor,MON-1,EAST,Carla,19,180,3420,CUST-1091,,
2026-05-10,D-00472,Keyboard,KEY-1,NORTH,alice,25,45,1125,CUST-1062,online,
2026-03-07,D-00473,Monitor,MON-1,NORTH,,40,180,7200,CUST-1088,B2B,
2026-03-29,D-00474,Headset,HDS-1,EAST,,14,95,1330,CUST-1191,,
2026-04-14,D-00475,Laptop,LAP-1,north,Carla,1075,850,913750,CUST-1188,,extreme outlier
2026-02-10,D-00476,USB Cable,USB-1,west,BOB,15,12,180,CUST-1024,B2B,
2026-04-01,D-00477,USB Cable,USB-1,North,alice,11,12,132,CUST-1071,B2B,
2026-03-24,D-00478,Keyboard,KEY-1,East,Bob,16,45,720,CUST-1157,Store,
2026-05-07,D-00479,laptop,LAP-1,East,,5,850,4250,CUST-1058,,
2026-02-04,D-00480,Monitor,MON-1,south,alice,39,180,7020,CUST-1075,Online,
2026-04-08,D-00481,Monitor,MON-1,North,,39,180,7020,CUST-1039,B2B,
2026-03-29,D-00482,Laptop,LAP-1,SOUTH,Alice,23,850,19550,CUST-1071,,
2026-02-25,D-00483,Laptop,LAP-1,east,Bob,27,unknown,22950,CUST-1285,STORE,mixed price type
2026-04-11,D-00484,monitor,MON-1,NORTH,Alice,33,180,5940,CUST-1283,online,
2026-02-11,D-00485,keyboard,KEY-1,east,,40,45,1800,CUST-1194,STORE,
2026-04-19,D-00486,headset,HDS-1,North,alice,29,95,2755,CUST-1146,Online,
2026-03-08,D-00487,Keyboard,KEY-1,east,Bob,1087,45,48915,CUST-1126,,extreme outlier
2026-04-10,D-00488,Monitor,MON-1,EAST,David,5,180,900,CUST-1139,online,
2026-03-14,D-00489,Headset,HDS-1,east,Bob,31,95,2945,CUST-1117,Online,
2026-03-16,D-00490,Keyboard,KEY-1,west,BOB,32,45,1440,CUST-1199,online,
2026-03-28,D-00491,laptop,LAP-1,West,BOB,31,850,26350,CUST-1139,,
2026-04-28,D-00492,USB Cable,USB-1,South,Alice,7,12,84,CUST-1121,B2B,
2026-03-28,D-00493,Headset,HDS-1,west,,2,95,190,CUST-1196,online,
2026-05-03,D-00494,Laptop,LAP-1,East,Alice,40,850,34000,CUST-1248,B2B,
2026/03/14,D-00495,Mouse,MOU-1,NORTH,,6,unknown,150,CUST-1159,,mixed price type
2026-03-09,D-00496,Laptop,LAP-1,south,Alice,N/A,850,28900,CUST-1256,B2B,mixed quantity type
2026-04-19,D-00497,Headset,HDS-1,,Carla,15,95,1425,CUST-1125,online,
2026-05-10,D-00498,Monitor,MON-1,East,David,38,180,6840,CUST-1165,online,
2026-03-01,D-00499,Monitor,MON-1,WEST,Bob,17,180,3060,CUST-1169,Online,
2026-02-22,D-00500,Mouse,MOU-1,East,,22,25,550,CUST-1026,Online,
2026-04-26,D-00501,Monitor,MON-1,West,Bob,21,180,3780,CUST-1140,STORE,
2026-04-29,D-00502,Monitor,MON-1,east,Carla,21,180,3780,CUST-1299,STORE,
2026-04-20,D-00503,Laptop,LAP-1,North,,10,850 usd,8500,CUST-1000,Online,mixed price type
2026-04-13,D-00504,Keyboard,KEY-1,south,Bob,6,45,270,CUST-1212,STORE,
2026-05-06,D-00505,Keyboard,KEY-1,SOUTH,alice,31,45,1395,CUST-1103,,
2026-04-19,D-00506,Monitor,MON-1,East,alice,25,180,4500,CUST-1159,Store,
2026-05-04,D-00507,Monitor,MON-1,East,BOB,ten,180,1980,CUST-1104,B2B,mixed quantity type
2026-03-25,D-00508,Laptop,LAP-1,east,Bob,5,850,4250,CUST-1266,Store,
2026-04-25,D-00509,Monitor,MON-1,South,Alice,23,180,4140,CUST-1146,Online,
2026-05-03,D-00510,USB Cable,USB-1,North,BOB,5,12,60,CUST-1103,,
2026-04-28,D-00511,Mouse,MOU-1,EAST,Carla,4,25,100,CUST-1127,online,
2026-04-25,D-00512,Monitor,MON-1,South,alice,4,180,720,CUST-1113,online,
2026-04-12,D-00513,usb cable,USB-1,West,BOB,4,12,48,CUST-1212,online,
2026-05-04,D-00514,Headset,HDS-1,South,,27,95,2565,CUST-1175,online,
2026-03-21,D-00515,Keyboard,KEY-1,South,Carla,23,45,1035,CUST-1258,Online,
2026-04-20,D-00516,Keyboard,KEY-1,north,Alice,17,45,765,CUST-1071,online,
2026-04-21,D-00517,Mouse,MOU-1,EAST,Bob,37,25,925,CUST-1098,,
2026-03-04,D-00518,Mouse,MOU-1,south,David,6,25,150,CUST-1172,,
2026-02-04,D-00519,Monitor,MON-1,,,2,180,360,CUST-1007,online,
2026-03-29,D-00520,Keyboard,KEY-1,south,Carla,7,45,315,CUST-1259,online,
2026-03-28,D-00521,Mouse,MOU-1,south,BOB,7,25,175,CUST-1130,,
2026-02-18,D-00522,Monitor,MON-1,North,,38,180,6840,CUST-1290,B2B,
2026-04-03,D-00523,Mouse,MOU-1,,David,23,25,575,CUST-1259,STORE,
2026-02-27,D-00524,Monitor,MON-1,EAST,Carla,30,180,5400,CUST-1271,STORE,
2026-04-19,D-00525,Laptop,LAP-1,south,David,38,850,32300,CUST-1042,online,
2026-04-28,D-00526,Headset,HDS-1,West,Carla,22,95,2090,CUST-1160,online,
2026-04-26,D-00527,Keyboard,KEY-1,West,Alice,20,45,900,CUST-1015,B2B,
2026-02-10,D-00528,Keyboard,KEY-1,WEST,,11,45,495,CUST-1253,STORE,
2026-03-19,D-00529,Keyboard,KEY-1,east,,670,45,30150,CUST-1177,Online,extreme outlier
2026-02-16,D-00530,Headset,HDS-1,West,BOB,20,95,1900,CUST-1216,online,
2026-02-19,D-00531,Headset,HDS-1,WEST,Alice,22,95,2090,CUST-1029,,
2026-03-12,D-00532,headset,HDS-1,west,,5,95,475,CUST-1123,B2B,
2026-05-01,D-00533,monitor,MON-1,west,Carla,3,180,540,CUST-1006,,
2026-04-04,D-00534,usb cable,USB-1,south,David,40,12,480,CUST-1246,B2B,
2026-02-23,D-00535,Monitor,MON-1,west,BOB,23,180,4140,CUST-1064,STORE,
2026-05-08,D-00536,Monitor,MON-1,SOUTH,Alice,32,180,5760,CUST-1216,online,
2026-04-08,D-00537,usb cable,USB-1,SOUTH,David,5,12,60,CUST-1212,,
2026-03-26,D-00538,Laptop,LAP-1,North,BOB,27,850,22950,CUST-1215,,
2026-03-03,D-00539,Monitor,MON-1,SOUTH,alice,1182,180,212760,CUST-1211,Online,extreme outlier
2026-02-10,D-00540,Mouse,MOU-1,NORTH,Carla,14,25,350,CUST-1190,Online,
2026-04-07,D-00541,Mouse,MOU-1,north,Bob,24,25,600,CUST-1219,STORE,
2026-03-30,D-00542,Headset,HDS-1,West,,20,95,1900,CUST-1283,B2B,
2026-04-09,D-00543,Monitor,MON-1,East,BOB,37,180,6660,CUST-1043,STORE,
2026-03-27,D-00544,mouse,MOU-1,WEST,BOB,4,25,100,CUST-1199,STORE,
2026-02-24,D-00545,Mouse,MOU-1,NORTH,BOB,23,25,575,CUST-1002,Online,
2026-02-18,D-00546,Monitor,MON-1,north,,19,180,3420,CUST-1199,Store,
2026-02-14,D-00547,USB Cable,USB-1,east,Alice,6,12,72,CUST-1268,B2B,
2026-04-27,D-00548,Keyboard,KEY-1,South,Alice,1407,45,63315,CUST-1211,Store,extreme outlier
2026-03-17,D-00549,Monitor,MON-1,SOUTH,,31,180,5580,CUST-1148,Store,
2026-05-10,D-00550,USB Cable,USB-1,North,Alice,34,12,408,CUST-1111,,
2026-02-21,D-00551,Monitor,MON-1,WEST,,N/A,180,2520,CUST-1155,,mixed quantity type
2026-03-21,D-00552,Mouse,MOU-1,East,alice,21,25,525,CUST-1059,STORE,
2026-04-07,D-00553,Headset,HDS-1,west,,N/A,95,950,CUST-1298,B2B,mixed quantity type
2026-04-06,D-00554,Headset,HDS-1,South,alice,27,95,2565,CUST-1052,Online,
2026-04-25,D-00555,Mouse,MOU-1,North,BOB,33,25,825,CUST-1200,online,
2026-03-22,D-00556,Monitor,MON-1,east,Bob,15,180,2700,CUST-1259,Online,
2026-04-25,D-00557,Mouse,MOU-1,south,David,11,25,275,CUST-1005,Store,
2026-02-26,D-00558,Headset,HDS-1,West,Carla,32,95,3040,CUST-1015,Store,
2026-04-04,D-00559,Keyboard,KEY-1,north,BOB,14,45,630,CUST-1079,,
2026-03-05,D-00560,Headset,HDS-1,SOUTH,,22,95,2090,CUST-1231,Online,
2026-04-16,D-00561,Headset,HDS-1,east,Alice,22,95 usd,2090,CUST-1233,Online,mixed price type
2026-02-17,D-00562,Headset,HDS-1,south,alice,26,95,2470,CUST-1256,B2B,
2026-02-21,D-00563,Headset,HDS-1,NORTH,Alice,39,95,3705,CUST-1037,B2B,
2026-02-16,D-00564,Keyboard,KEY-1,north,BOB,38,45,1710,CUST-1204,,
2026-02-11,D-00565,Monitor,MON-1,NORTH,Bob,23,180,4140,CUST-1198,Online,
2026-04-14,D-00566,Headset,HDS-1,North,Bob,21,95,1995,CUST-1288,B2B,
2026-04-13,D-00567,Keyboard,KEY-1,south,David,38,45,1710,CUST-1234,online,
2026-03-25,D-00568,Monitor,MON-1,East,David,5,180,900,CUST-1174,Online,
2026-05-11,D-00569,headset,HDS-1,SOUTH,David,3,95,285,CUST-1204,,
2026-03-29,D-00570,USB Cable,USB-1,WEST,David,13,12,156,CUST-1096,online,
2026-02-02,D-00571,Laptop,LAP-1,North,,38,850,32300,CUST-1196,Online,
2026-04-13,D-00572,Keyboard,KEY-1,North,,15,45,675,CUST-1069,Online,
2026-04-27,D-00573,Mouse,MOU-1,WEST,BOB,2,25,50,CUST-1281,STORE,
2026-02-13,D-00574,Laptop,LAP-1,South,,,850,9350,CUST-1083,Online,mixed quantity type
2026-02-26,D-00575,Headset,HDS-1,East,David,29,95,2755,CUST-1215,online,
2026-02-01,D-00576,Monitor,MON-1,west,David,7,180,1260,CUST-1251,B2B,
2026-02-25,D-00577,USB Cable,USB-1,east,BOB,27,12,324,CUST-1124,Online,
2026-03-23,D-00578,Keyboard,KEY-1,EAST,,20 units,45,1755,CUST-1123,,mixed quantity type
2026-04-26,D-00579,Laptop,LAP-1,North,Bob,23,850,19550,CUST-1169,Store,
2026-02-13,D-00580,Mouse,MOU-1,NORTH,David,38,25,950,CUST-1139,online,
2026-05-11,D-00581,USB Cable,USB-1,south,Alice,4,12,48,CUST-1046,B2B,
2026-03-22,D-00582,Laptop,LAP-1,North,Alice,21,850,17850,CUST-1036,STORE,
2026-04-27,D-00583,Laptop,LAP-1,south,,3,850,2550,CUST-1225,,
2026-03-02,D-00584,Headset,HDS-1,,BOB,20,95,1900,CUST-1293,,
2026-02-05,D-00585,USB Cable,USB-1,SOUTH,,39,12,468,CUST-1254,Online,
2026-04-09,D-00586,Mouse,MOU-1,NORTH,Carla,,25,250,CUST-1089,B2B,missing quantity
2026-04-22,D-00587,Laptop,LAP-1,South,David,7,850,,CUST-1153,,missing revenue
2026-02-02,D-00588,usb cable,USB-1,NORTH,David,19,12,228,CUST-1289,online,
2026-04-21,D-00589,USB Cable,USB-1,EAST,,38,12 usd,456,CUST-1214,online,mixed price type
2026-03-22,D-00590,Monitor,MON-1,WEST,David,3,180,540,CUST-1036,Store,
2026-05-11,D-00591,Keyboard,KEY-1,east,BOB,2,45,90,CUST-1273,online,
2026-03-09,D-00592,Keyboard,KEY-1,NORTH,BOB,ten,45,585,CUST-1229,,mixed quantity type
2026-02-02,D-00593,Mouse,MOU-1,North,,25,25,625,CUST-1062,B2B,
2026-03-12,D-00594,USB Cable,USB-1,north,alice,6,12,72,CUST-1240,STORE,
2026-03-26,D-00595,Laptop,LAP-1,east,alice,22,850,18700,CUST-1069,,
2026-04-27,D-00596,USB Cable,USB-1,North,Bob,36,12,432,CUST-1271,online,
2026-03-13,D-00597,Monitor,MON-1,South,,N/A,180,3240,CUST-1006,online,mixed quantity type
